name,carbs_per_100g
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt",27.42
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, raw",60.03
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt",20.76
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain",13.63
"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned with pork",16.53
"Vitasoy USA, Organic Nasoya Extra Firm Tofu",2.6
"Vitasoy USA, Organic Nasoya Firm Tofu",2.3
"Vitasoy USA, Organic Nasoya Silken Tofu",1.4
"Soymilk (All flavors), enhanced",3.45
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",3.51
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",8.24
"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",3.85
"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",7.2
"SILK Chocolate, soymilk",9.47
"SILK Light Plain, soymilk",3.29
"SILK Light Vanilla, soymilk",4.12
"SILK Light Chocolate, soymilk",9.05
"SILK Very Vanilla, soymilk",7.82
"SILK Nog, soymilk",12.3
"SILK Chai, soymilk",7.82
"SILK Mocha, soymilk",9.05
"SILK Raspberry soy yogurt",17.65
"SILK Peach soy yogurt",18.82
"SILK Black Cherry soy yogurt",17.06
"SILK Blueberry soy yogurt",17.06
"SILK Hazelnut Creamer",20
"Vitasoy USA Organic Nasoya, Soft Tofu",0.74
"Vitasoy USA Nasoya, Lite Silken Tofu",0
"Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm",1.82
"Vitasoy USA Azumaya, Silken Tofu",0.58
"HOUSE FOODS Premium Soft Tofu",2.19
"HOUSE FOODS Premium Firm Tofu",0.97
"Beans, adzuki, mature seed, cooked, boiled, with salt",24.77
"Beans, great northern, mature seeds, cooked, boiled, with salt",21.09
"Beans, great northern, mature seeds, canned, low sodium",21.02
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",22.8
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",22.41
"Beans, navy, mature seeds, cooked, boiled, with salt",26.05
"Beans, pink, mature seeds, cooked, boiled, with salt",27.91
"Beans, pinto, mature seeds, cooked, boiled, with salt",26.22
"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water",20.77
"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt",19.65
"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt",27.42
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids",22.53
"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",22.87
"Lima beans, large, mature seeds, cooked, boiled, with salt",20.88
"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",23.31
"Lupins, mature seeds, cooked, boiled, with salt",9.29
"Mothbeans, mature seeds, cooked, boiled, with salt",20.96
"Peanuts, all types, dry-roasted, without salt",21.26
"Peanuts, spanish, oil-roasted, without salt",17.45
"Peanuts, valencia, oil-roasted, without salt",16.3
"Peanuts, virginia, oil-roasted, without salt",19.86
"Lamb, New Zealand, imported, loin chop, separable lean only, raw",0
"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",0
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",0.13
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",0.04
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",0
"Veal, composite of trimmed retail cuts, separable lean and fat, raw",0
"Veal, composite of trimmed retail cuts, separable lean and fat, cooked",0
"Veal, composite of trimmed retail cuts, separable lean only, raw",0
"Veal, leg (top round), separable lean and fat, cooked, braised",0
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",9.91
"Veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded",0
"Veal, leg (top round), separable lean and fat, cooked, roasted",0
"Veal, leg (top round), separable lean only, cooked, roasted",0
"Veal, loin, separable lean and fat, raw",0.07
"Veal, loin, separable lean and fat, cooked, braised",0
"Veal, loin, separable lean and fat, cooked, roasted",0
"Veal, loin, separable lean only, raw",0
"Veal, rib, separable lean and fat, cooked, roasted",0
"Veal, rib, separable lean only, raw",0
"Veal, rib, separable lean only, cooked, braised",0
"Veal, rib, separable lean only, cooked, roasted",0
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, braised",0
"Veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted",0
"Veal, shoulder, arm, separable lean and fat, raw",0
"Veal, shoulder, arm, separable lean and fat, cooked, braised",0
"Veal, shoulder, blade chop, separable lean and fat, raw",0.03
"Veal, shoulder, blade, separable lean and fat, cooked, braised",0
"Veal, shoulder, blade, separable lean and fat, cooked, roasted",0
"Veal, shoulder, blade chop, separable lean only, raw",0
"Veal, shoulder, blade, separable lean only, cooked, braised",0
"Veal, sirloin, separable lean only, raw",0
"Veal, sirloin, separable lean only, cooked, braised",0
"Veal, sirloin, separable lean only, cooked, roasted",0
"Veal, cubed for stew (leg and shoulder), separable lean only, raw",0
"Game meat, antelope, cooked, roasted",0
"Game meat, bear, raw",0
"Game meat, bear, cooked, simmered",0
"Bison, ground, grass-fed, cooked",0
"Game meat, beefalo, composite of cuts, cooked, roasted",0
"Veal, Australian, separable fat, raw",0
"Veal, Australian, rib, rib roast, separable lean and fat, raw",1.15
"Game meat, bison, separable lean only, raw",0
"Game meat, bison, separable lean only, cooked, roasted",0
"Game meat, caribou, raw",0
"Game meat, caribou, cooked, roasted",0
"Game meat, deer, raw",0
"Bologna, pork",0.73
"Bologna, turkey",4.68
"Chicken spread",4.05
"Sausage, pork, chorizo, link or ground, raw",3.78
"Corned beef loaf, jellied",0
"Dutch brand loaf, chicken, pork and beef",3.93
"Frankfurter, beef, unheated",2.97
"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",0.7
"Ham, sliced, regular (approximately 11% fat)",3.63
"Ham, minced",1.84
"Ham salad spread",10.64
"Knackwurst, knockwurst, pork, beef",3.2
"Lebanon bologna, beef",0.44
"Liver cheese, pork",2.1
"Liver sausage, liverwurst, pork",2.2
"Sausage, turkey, fresh, cooked",0
"Bologna, chicken, pork, beef",5.61
"Bologna, chicken, pork",4.19
"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",2.92
"Frankfurter, meat and poultry, unheated",5.02
"Pork sausage, link/patty, fully cooked, unheated",0.69
"Kielbasa, fully cooked, grilled",5.03
"Kielbasa, fully cooked, pan-fried",4.78
"Kielbasa, fully cooked, unheated",3.72
"Sausage, chicken or turkey, Italian style,  lower sodium",14.25
"Ham, smoked, extra lean, low sodium",10.7
"Pork sausage, reduced sodium, cooked",8.13
"Sausage, pork, turkey, and beef, reduced sodium",0.11
"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS",73.2
"Cereals ready-to-eat, POST, COCOA PEBBLES",85.7
"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",83.68
"Cereals ready-to-eat, RALSTON CRISP RICE",86.22
"Cereals ready-to-eat, POST Bran Flakes",80.5
"Cereals ready-to-eat, POST, Honeycomb Cereal",86.63
"Cereals ready-to-eat, QUAKER, KING VITAMAN",83.85
"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",77.74
"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",73.65
"Cereals ready-to-eat, RALSTON TASTEEOS",75.96
"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat",83.6
"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",90.59
"Cereals ready-to-eat, wheat germ, toasted, plain",49.6
"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt",15.95
"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry",72.96
"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry",75.39
"Cereals, CREAM OF RICE, dry",82.4
"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry",76.5
"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt",13.08
"Cereals, MALT-O-MEAL, original, plain, dry",77.25
"Cereals, oats, regular and quick, not fortified, dry",67.7
"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt",12
"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",18.95
"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",76.91
"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",17.91
"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS",82.77
"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit",78.96
"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",81.4
"Cereals ready-to-eat, rice, puffed, fortified",89.8
"Cereals ready-to-eat, wheat, puffed, fortified",79.6
"Cereals, CREAM OF RICE, cooked with water, with salt",11.5
"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt",10.66
"Cereals, farina, unenriched, dry",78
"Cereals, farina, enriched, cooked with water, with salt",10.92
"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size",83.8
"Cereals ready-to-eat, POST SELECTS Blueberry Morning",81.6
"Cereals, oats, instant, fortified, maple and brown sugar, dry",76.67
"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",80.1
"Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",64.25
"Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",64.42
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",68.61
"Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",66.73
"Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",64.21
"Cereals ready-to-eat, MOM'S BEST, Sweetened WHEAT-FULS",80.91
"Apples, raw, without skin, cooked, boiled",13.64
"Apples, raw, without skin, cooked, microwave",14.41
"Apples, canned, sweetened, sliced, drained, heated",16.84
"Apples, dehydrated (low moisture), sulfured, uncooked",93.53
"Apples, frozen, unsweetened, heated (Includes foods for USDA's Food Distribution Program)",12
"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",11.3
"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",41
"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water without added ascorbic acid",11.54
"Apricots, canned, water pack, without skin, solids and liquids",5.48
"Apricots, canned, juice pack, with skin, solids and liquids",12.34
"Apricots, canned, extra light syrup pack, with skin, solids and liquids (Includes foods for USDA's Food Distribution Program)",12.5
"Apricots, canned, light syrup pack, with skin, solids and liquids",16.49
"Apricots, dehydrated (low-moisture), sulfured, stewed",32.62
"Apricots, dried, sulfured, uncooked",62.64
"Apricots, dried, sulfured, stewed, without added sugar",22.15
"Apricots, dried, sulfured, stewed, with added sugar",29.26
"Bananas, raw",22.84
"Bananas, dehydrated, or banana powder",88.28
"Blackberries, raw",9.61
"Blackberry juice, canned",7.8
"Blueberries, canned, heavy syrup, solids and liquids",22.06
"Blueberries, wild, frozen (Includes foods for USDA's Food Distribution Program)",13.85
"Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",12.17
"Blueberries, frozen, sweetened",21.95
"Carissa, (natal-plum), raw",13.63
"Cherimoya, raw",17.71
"Cherries, sour, red, raw",12.18
"Cherries, sour, red, canned, water pack, solids and liquids",8.94
"Cherries, sour, red, canned, light syrup pack, solids and liquids",19.3
"Cherries, sweet, canned, water pack, solids and liquids",11.76
"Cherries, sweet, canned, juice pack, solids and liquids",13.81
"Cherries, sweet, canned, light syrup pack, solids and liquids",17.29
"Cherries, sweet, canned, pitted, heavy syrup pack, solids and liquids",21.27
"Cranberry sauce, canned, sweetened",40.4
"Cranberry-orange relish, canned",46.2
"Currants, european black, raw",15.38
"Currants, red and white, raw",13.8
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean only, raw",0
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0
"Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9, raw",0.97
"Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw",0
"Beef, Australian, imported, grass-fed, loin, tenderloin steak/roast, boneless, separable lean and fat, raw",0.01
"Beef, Australian, imported, grass-fed, loin, top loin steak/roast, boneless, separable lean only, raw",0
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",0
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw",0
"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",0.57
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0.2
"Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw",0.11
"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean and fat, raw",0.01
"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",0
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw",0.12
"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",0.14
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",0
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",0
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",0
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",0
"Beef, round, eye of round steak, boneless separable lean and fat, trimmed to 0 fat, choice, raw",0
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",0
"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",0
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, raw",0
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, choice, raw",0
"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0 fat, select, raw",0
"Beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, roasted",0
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0 fat, all grades, cooked, grilled",0
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0 fat, choice, cooked, grilled",0
"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0 fat, select, cooked, grilled",0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, choice, raw",0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, select, raw",0
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, all grades, raw",0
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0 fat, choice, raw",0
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0 fat, choice, raw",0
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0 fat, select, raw",0
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0 fat, all grades, raw",0
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0 fat, choice, raw",0
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, loin, tenderloin roast, boneless, separable lean only, trimmed to 0 fat, choice, cooked, roasted",0
"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0 fat, select, cooked, roasted",0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0 fat, select, cooked, grilled",0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, select, raw",0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, choice, raw",0
"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8 fat, choice, raw",0
"Beef composite, separable lean only, trimmed to 1/8 fat, choice, cooked",0
"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0 fat, choice, raw",0
"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0 fat, choice, raw",0
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, chuck, top blade, separable lean only, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, chuck, clod roast, separable lean only, trimmed to 1/4 fat, all grades, raw",0
"Beef, chuck, clod roast, separable lean only, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0 fat, USDA select, cooked, broiled",0
"Beef, chuck, top blade, separable lean and fat, trimmed to 0 fat, choice, cooked, broiled",0
"Beef, chuck, top blade, separable lean and fat, trimmed to 0 fat, select, cooked, broiled",0
"Beef, chuck, clod roast, separable lean and fat, trimmed to 0 fat, choice, cooked, roasted",0
"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, chuck, top blade, separable lean and fat, trimmed to 0 fat, all grades, cooked, broiled",0
"Beef, chuck, clod roast, separable lean and fat, trimmed to 0 fat, all grades, cooked, roasted",0
"Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned",0
"Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked",0
"Beef, ground, 90% lean meat / 10% fat, raw",0
"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",0
"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",0
"Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled",0
"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",0
"Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked",0
"Beef, ground, 80% lean meat / 20% fat, raw",0
"Beef, ground, 75% lean meat / 25% fat, raw",0
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",0
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled",0
"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",0
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8 fat, select, raw",0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8 fat, select, cooked, broiled",0
"Beef, tenderloin, steak, separable lean only, trimmed to 1/8 fat, select, cooked, broiled",0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8 fat, select, cooked, broiled",0
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8 fat, select, cooked, braised",0
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, brisket, flat half, separable lean only, trimmed to 1/8 fat, all grades, cooked, braised",0
"Beef, brisket, flat half, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8 fat, all grades, cooked, braised",0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8 fat, all grades, cooked",0
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8 fat, all grades, cooked, braised",0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8 fat, all grades, cooked, broiled",0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8 fat, all grades, raw",0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8 fat, choice, raw",0
"Beef, brisket, flat half, separable lean only, trimmed to 1/8 fat, choice, raw",0
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8 fat, choice, raw",0
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8 fat, choice, cooked, roasted",0
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8 fat, choice, cooked, roasted",0
"Beef, round, top round, steak, separable lean only, trimmed to 1/8 fat, choice, cooked, broiled",0
"Soup, clam chowder, new england, canned, ready-to-serve",8.28
"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",5.68
"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",3.84
"Soup, beef and vegetables, reduced sodium, canned, ready-to-serve",4.99
"Sauce, sweet and sour, ready-to-serve",38.22
"Sauce, cocktail, ready-to-serve",28.22
"Dip, salsa con queso, cheese and salsa- medium",11.14
"Dip, TOSTITOS, salsa con queso, medium",11.72
"Sauce, peanut, made from peanut butter, water, soy sauce",22.02
"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",10.28
"Gravy, HEINZ Home Style, classic chicken",5.01
"Soup, beef barley, ready to serve",7.94
"Sauce, enchilada, red, mild, ready to serve",4.87
"Bread, chapati or roti, whole wheat, commercially prepared, frozen",46.13
"Bread, paratha, whole wheat, commercially prepared, frozen",45.35
"Bread, naan, whole wheat, commercially prepared, refrigerated",46.21
"Bread, roll, Mexican, bollilo",55.77
"Cookie, butter or sugar, with chocolate icing or filling",68.83
"Cookie, chocolate, with icing or coating",67.87
"Tortillas, ready-to-bake or -fry, whole wheat",45.89
"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",69.37
"Cookies, graham crackers, plain or honey, lowfat",77.96
"Crackers, cheese, whole grain",57.29
"Waffles, whole wheat, lowfat, frozen, ready-to-heat",49.16
"Pancakes, plain, reduced fat",57.32
"Cookies, shortbread, reduced fat",75.99
"Cookies, sugar wafer, chocolate-covered",65.99
"Rolls, hamburger or hot dog, wheat/cracked wheat",47.31
"Rolls, hamburger or hot dog, whole wheat",44.93
"Bread, french or vienna, whole wheat",49.1
"Bagels, whole grain white",54.52
"English muffins, whole grain white",50.17
"Rolls, hamburger, whole grain white, calcium-fortified",46.5
"Cookies, chocolate chip sandwich, with creme filling",63.52
"Cookies, chocolate, made with rice cereal",63.26
"Cookies, marshmallow, with rice cereal and chocolate chips",63.26
"Crackers, flavored, fish-shaped",65.67
"Bread, gluten-free, white, made with potato extract, rice starch, and rice flour",52.83
"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",45.78
"Bread, gluten-free, white, made with tapioca starch and brown rice flour",51.15
"Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",49.09
"Crackers, gluten-free, multigrain and vegetable, made with corn starch and white rice flour",76.94
"Crackers, gluten-free, multi-seeded and multigrain",66.3
"Waffles, gluten-free, frozen, ready-to-heat",43.05
"Pancakes, gluten-free, frozen, ready-to-heat",40.32
"Rolls, dinner, sweet",53.58
"Beverages,  Energy drink, Citrus",11.27
"Alcoholic Beverage, wine, table, red, Mouvedre",2.64
"Alcoholic beverage, wine, table, white, Chardonnay",2.16
"Beverages, Kiwi Strawberry Juice Drink",12.26
"Beverages, Apple juice drink, light, fortified with vitamin C",5.1
"Beverages, POWERADE, Zero, Mixed Berry",0.14
"Beverages, Carob-flavor beverage mix, powder",93.3
"Beverages, Carob-flavor beverage mix, powder, prepared with whole milk",8.68
"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",2.92
"Beverages, chocolate syrup",65.1
"Beverages, chocolate syrup, prepared with whole milk",12.78
"Beverages, coffee, ready to drink, iced, mocha, milk based",11.42
"Beverages, tea, Oolong, brewed",0.15
"Beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin C",0.31
"Beverages, Cocoa mix, powder",83.73
"Beverages, Cocoa mix, powder, prepared with water",11.54
"Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows",75
"Beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",1.69
"Beverages, coffee, instant, regular, half the caffeine",73.18
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",71.4
"Beverages, tea, green, ready-to-drink, sweetened",6.2
"Beverages, tea, ready-to-drink, lemon, diet",0.41
"Beverages, coffee, instant, regular, prepared with water",0.34
"Beverages, aloe vera juice drink, fortified with Vitamin C",3.75
"Beverages, OCEAN SPRAY, Cran Grape",13.16
"Beverages, coffee, instant, decaffeinated, powder",76
"Beverages, coffee, instant, chicory",0.75
"Beverages, coffee, instant, mocha, sweetened",74.04
"Beverages, OCEAN SPRAY, Light Cranberry and Raspberry Flavored Juice",5.77
"Beverages, OCEAN SPRAY, White Cranberry Strawberry Flavored Juice Drink",11.98
"Beverages, coffee substitute, cereal grain beverage, powder",78.42
"Beverages, coffee substitute, cereal grain beverage, prepared with water",1.3
"Beverages, cranberry-apple juice drink, bottled",15.85
"Alcoholic beverage, malt beer, hard lemonade",10.07
"Beverages, cranberry-apricot juice drink, bottled",16.2
"Beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin C",94.45
"Beverages, tea, black, ready to drink",0
"Alcoholic beverage, beer, light, higher alcohol",0.77
"Beverages, AMBER, hard cider",5.92
"Beverages, OCEAN SPRAY, Cran Cherry",12.76
"Beverages, OCEAN SPRAY, Light Cranberry",4.72
"Beverages, OCEAN SPRAY, White Cranberry Peach",11.88
"Beverages, OCEAN SPRAY, Light Cranberry, Concord Grape",5.78
"Beverages, Fruit punch drink, with added nutrients, canned",11.94
"Beverages, Fruit punch drink, frozen concentrate",41.4
"Beverages, Fruit punch drink, frozen concentrate, prepared with water",11.66
"Beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",86.28
"Beverages, tea, black, brewed, prepared with distilled water",0.3
"Beverages, tea, herb, brewed, chamomile",0.2
"Beverages, Wine, non-alcoholic",1.1
"Water, bottled, generic",0
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",90.28
"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients, prepared with whole milk",11.87
"Beverages, Water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",5.49
"Beverages, V8 SPLASH Juice Drinks, Diet Berry Blend",1.23
"Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley",1.26
"Beverages, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi",1.26
"Beverages, V8 SPLASH Juice Drinks, Mango Peach",8.23
"Beverages, V8 SPLASH Juice Drinks, Orange Pineapple",7.41
"Beverages, V8 SPLASH Juice Drinks, Orchard Blend",7.82
"Beverages, V8 SPLASH Juice Drinks, Strawberry Banana",7.41
"Beverages, V8 V-FUSION Juices, Tropical",11.38
"Beverages, V8 V- FUSION Juices, Acai Berry",10.98
"Beverages, Energy drink, AMP",12.08
"Beverages, Energy drink, FULL THROTTLE",12.08
"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",1.1
"Beverages, milk beverage, reduced fat, flavored and sweetened, Ready-to-drink,  added calcium, vitamin A and vitamin D",12.08
"Beverages, vegetable and fruit juice blend, 100% juice, with added vitamins A, C, E",11.15
"Beverages, fruit juice drink, reduced sugar, with vitamin E added",10
"Beverages, Energy drink, VAULT Zero, sugar-free, citrus flavor",0.7
"Beverages, PEPSICO QUAKER, Gatorade G2, low calorie",1.94
"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",16.03
"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",6.67
"Beverages, nutritional shake mix, high protein, powder",20.38
"Fish, anchovy, european, raw",0
